product_id,product_name,category,subcategory,brand,supplier_id,standard_cost,list_price,unit_weight_lbs,hazmat_flag,temperature_controlled_flag,launch_date,product_status,_bronze_loaded_at_utc,_source_file
SKU0000279,Essential Organization Item 279,Office,Stationery,EverPeak,SUP00055,219.46,387.92,50.132,Y,No,08/29/2025,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000280,Premium Snack Item 280,Grocery,Pantry,Solace,SUP00092,183.17,451.63,56.868,N,0,03/11/2023,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000281,Classic Audio Item 281,Electronics,Accessories,EverPeak,SUP00068,104.48,137.58,47.589,0,0,02/04/2020,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000282,Essential Basics Item 282,Apparel,Footwear,Cobalt,SUP00021,285.80,781.11,62.917,Y,0,02/07/2021,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000283,Compact Desk Setup Item 283,Office,Organization,Aster,SUP00061,31.39,56.19,46.960,0,N,03/01/2022,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000284,Eco Fitness Item 284,Apparel,Outerwear,EverPeak,SUP00052,166.10,215.68,30.940,0,Y,2025-11-06,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000285,Eco Frozen Item 285,Grocery,Frozen,Aster,SUP00014,34.95,79.03,18.715,Y,No,03/23/2020,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000286,Compact Fitness Item 286,Apparel,Basics,Cobalt,SUP00022,291.41,422.48,41.161,Y,0,12/26/2023,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000287,Pro Desk Setup Item 287,Office,Printing,EverPeak,SUP00070,153.33,285.27,11.312,0,0,05/19/2025,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000288,Classic Organization Item 288,Office,Organization,Nimbus,SUP00080,169.91,272.09,21.601,Y,Y,2026-03-07,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000289,Compact Furniture Item 289,Home,Storage,Solace,SUP00003,191.42,404.30,67.611,N,No,2025-09-01,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000290,Eco Fitness Item 290,Apparel,Outerwear,EverPeak,SUP00073,229.99,507.14,39.170,Y,Y,2021-08-28,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000291,Premium Computing Item 291,Electronics,Smart Home,Nimbus,SUP00035,66.92,110.43,10.212,N,No,04/09/2025,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000292,Premium Kitchen Item 292,Home,Furniture,EverPeak,SUP00101,65.65,141.07,23.139,Y,No,09/07/2025,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000293,Compact Pharmacy Item 293,Health,Wellness,Nimbus,SUP00006,299.08,404.12,41.721,Y,No,2022-07-29,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000294,Premium Kitchen Item 294,Home,Kitchen,Aster,SUP00083,41.04,64.20,58.986,0,N,2021-03-10,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000295,Essential Medical Supplies Item 295,Health,Medical Supplies,Solace,SUP00005,132.32,254.18,12.855,No,0,2021-05-30,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000296,Essential Accessories Item 296,Electronics,Audio,Nimbus,SUP00046,82.35,167.98,0.261,0,No,03/23/2020,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000297,Classic Stationery Item 297,Office,Desk Setup,Cobalt,SUP00100,211.04,359.47,54.990,0,Y,09/10/2022,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000298,Compact Beverage Item 298,Grocery,Snack,Aster,SUP00031,149.64,389.01,23.688,No,N,06/30/2024,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000299,Eco Lighting Item 299,Home,Kitchen,Northline,SUP00020,75.55,112.00,44.055,0,N,2024-02-13,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000300,Ultra Desk Setup Item 300,Office,Stationery,EverPeak,SUP00042,77.77,169.09,39.891,0,Y,11/15/2022,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000301,Classic Fitness Item 301,Apparel,Basics,Cobalt,SUP00106,199.35,514.31,20.778,Y,0,2025-12-25,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000302,Pro Outerwear Item 302,Apparel,Fitness,EverPeak,SUP00050,222.80,429.21,35.683,Y,0,10/03/2025,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000303,Compact Personal Care Item 303,Health,Wellness,Nimbus,SUP00030,25.44,65.35,21.978,0,0,2023-10-03,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000304,Eco Pharmacy Item 304,Health,Wellness,Northline,SUP00095,104.70,215.90,30.619,No,No,2022-05-03,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000305,Eco Snack Item 305,Grocery,Beverage,Solace,SUP00012,28.77,70.50,20.465,No,Y,10/02/2023,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000306,Classic Personal Care Item 306,Health,Personal Care,Aster,SUP00008,154.34,324.39,26.993,Y,No,2020-09-01,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000307,Compact Kitchen Item 307,Home,Lighting,Northline,SUP00066,291.55,661.21,61.345,Y,N,2020-10-05,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000308,Premium Organization Item 308,Office,Printing,Northline,SUP00107,56.00,109.90,3.869,No,No,01/07/2024,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000309,Premium Computing Item 309,electronics,Computing,Cobalt,SUP00082,205.81,257.88,50.834,0,0,2025-05-29,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000310,Eco Fitness Item 310,Apparel,Fitness,Nimbus,SUP00108,285.19,bad,60.576,0,No,2021-11-27,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000311,Pro Medical Supplies Item 311,Health,Wellness,Nimbus,SUP00075,6.88,10.05,40.988,N,Y,2024-06-16,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000312,Essential Audio Item 312,Electronics,Accessories,Aster,SUP00065,102.23,bad,60.487,Y,0,2022-05-03,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000313,Essential Footwear Item 313,Apparel,Basics,Nimbus,SUP00074,142.95,180.46,55.661,No,0,04/19/2022,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000314,Essential Pharmacy Item 314,Health,Personal Care,Nimbus,SUP00006,217.39,551.19,51.422,No,No,2023-10-31,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000315,Eco Pantry Item 315,Grocery,Frozen,EverPeak,SUP00111,185.04,496.72,43.394,No,No,2020-02-27,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000316,Premium Outerwear Item 316,Apparel,Fitness,EverPeak,SUP00074,103.84,125.58,7.816,Y,No,09/08/2022,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000317,Compact Medical Supplies Item 317,Health,Personal Care,Solace,SUP00116,220.93,516.38,70.889,No,0,06/11/2020,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000318,Eco Medical Supplies Item 318,Health,Wellness,Cobalt,SUP_BAD,275.06,507.23,12.364,Y,0,2023-06-28,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000319,Ultra Basics Item 319,Apparel,Outerwear,Nimbus,SUP00041,259.79,692.56,24.930,Y,N,08/11/2021,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000320,Pro Kitchen Item 320,Home,Furniture,Cobalt,SUP00040,6.22,17.20,39.567,No,Y,03/22/2022,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000321,Eco Pantry Item 321,Grocery,Frozen,Northline,SUP00017,128.78,278.75,73.279,N,N,02/06/2026,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000322,Compact Printing Item 322,Office,Stationery,Solace,SUP_BAD,78.74,216.72,72.290,Y,Y,09/01/2024,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000323,Eco Pantry Item 323,Grocery,Beverage,Cobalt,SUP_BAD,282.77,504.52,3.715,0,No,2021-04-05,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000324,Compact Smart Home Item 324,Electronics,Accessories,EverPeak,SUP00113,289.69,414.13,70.414,Y,Y,01/21/2026,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000325,Premium Pantry Item 325,Grocery,Beverage,Northline,SUP00013,96.40,226.76,16.077,N,N,2025-07-21,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000326,Essential Stationery Item 326,Office,Stationery,Aster,SUP00115,234.10,554.08,13.403,N,N,07/20/2025,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000327,Pro Audio Item 327,Electronics,Computing,Nimbus,SUP00036,30.43,71.31,57.584,N,N,06/12/2023,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000328,Premium Printing Item 328,Office,Printing,Solace,SUP00009,245.84,438.31,49.624,N,N,2025-12-13,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000329,Compact Desk Setup Item 329,Office,Organization,EverPeak,SUP00001,224.29,424.11,47.073,Y,No,2022-10-27,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000330,Classic Outerwear Item 330,Apparel,Basics,Aster,SUP00063,238.69,499.44,71.285,0,N,09/21/2025,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000331,Premium Outerwear Item 331,Apparel,Basics,Northline,SUP00057,122.63,255.79,28.240,N,Y,2026-02-28,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000332,Eco Wellness Item 332,Health,Medical Supplies,Aster,SUP00023,261.39,458.96,41.316,0,Y,06/03/2022,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000333,Pro Kitchen Item 333,Home,Kitchen,EverPeak,SUP00116,172.56,475.97,45.150,No,Y,2023-07-31,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000334,Premium Audio Item 334,Electronics,Computing,Solace,SUP00088,152.57,309.62,10.592,Y,0,2026-01-25,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000335,Pro Accessories Item 335,Electronics,Smart Home,Northline,SUP00075,76.57,115.92,34.647,N,N,2022-06-26,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000336,Essential Wellness Item 336,Health,Medical Supplies,Northline,SUP00082,160.68,348.89,59.211,Y,N,11/29/2021,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000337,Premium Lighting Item 337,home,Kitchen,Northline,SUP00099,,348.01,27.182,Y,N,2023-04-04,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000338,Essential Snack Item 338,Grocery,Frozen,Cobalt,SUP00009,147.64,194.52,59.574,No,No,02/13/2022,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000339,Premium Smart Home Item 339,Electronics,Computing,Northline,SUP00002,86.25,141.84,54.133,N,N,2026-01-17,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000340,Essential Printing Item 340,Office,Stationery,EverPeak,SUP00100,26.34,48.07,9.836,N,0,2021-05-06,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000341,Classic Accessories Item 341,Electronics,Accessories,Northline,SUP00018,250.42,467.35,30.984,No,N,2020-03-18,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000342,Pro Kitchen Item 342,Home,Lighting,Nimbus,SUP00006,34.76,52.84,6.871,No,0,05/15/2025,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000343,Premium Organization Item 343,Office,Printing,EverPeak,SUP00073,239.23,425.79,19.738,N,Y,2024-05-16,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000344,Classic Printing Item 344,Office,Desk Setup,EverPeak,SUP00064,117.86,214.77,42.254,0,Y,09/29/2023,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000345,Pro Audio Item 345,Electronics,Accessories,Cobalt,SUP00027,240.87,665.32,8.456,0,Y,11/17/2023,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000346,Essential Footwear Item 346,Apparel,Basics,Cobalt,SUP00114,227.08,440.47,32.466,0,Y,2020-03-15,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000347,Classic Pharmacy Item 347,Health,Personal Care,Northline,SUP00039,41.76,57.97,25.019,0,Y,04/01/2021,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000348,Eco Audio Item 348,Electronics,Computing,Aster,SUP00100,277.03,552.93,14.454,No,No,2023-11-23,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000349,Classic Personal Care Item 349,Health,Personal Care,Solace,SUP00017,129.43,156.81,48.836,No,N,11/14/2021,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000350,Essential Organization Item 350,Office,Desk Setup,Aster,SUP00110,288.69,518.35,9.565,No,N,2024-05-29,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000351,Ultra Outerwear Item 351,Apparel,Outerwear,Cobalt,SUP00024,254.84,346.74,63.042,N,0,2020-06-08,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000352,Ultra Beverage Item 352,Grocery,Pantry,EverPeak,SUP00117,76.87,102.37,65.941,No,0,2022-09-18,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000353,Pro Fitness Item 353,Apparel,Basics,EverPeak,SUP00024,74.70,bad,59.507,Y,0,10/24/2020,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000354,Essential Lighting Item 354,Home,Furniture,Aster,SUP00051,13.46,26.77,16.016,0,Y,2021-10-04,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000355,Essential Audio Item 355,Electronics,Computing,Aster,SUP00078,180.72,308.27,68.630,N,Y,2022-03-26,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000356,Pro Storage Item 356,Home,Lighting,Nimbus,SUP00017,3.68,4.52,26.502,No,No,01/19/2024,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000357,Premium Lighting Item 357,Home,Storage,EverPeak,SUP00112,137.90,166.67,46.513,0,Y,2023-02-20,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000358,Pro Desk Setup Item 358,Office,Organization,Aster,SUP00101,44.63,78.22,51.032,0,No,11/23/2022,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000359,Classic Organization Item 359,Office,Printing,EverPeak,SUP00064,252.60,330.89,56.111,N,N,2025-12-07,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000360,Premium Stationery Item 360,Office,Organization,EverPeak,SUP00072,184.99,314.91,14.142,0,Y,04/07/2021,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000361,Eco Snack Item 361,Grocery,Beverage,Nimbus,SUP00070,46.82,101.24,19.111,0,N,08/10/2025,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000362,Premium Kitchen Item 362,Home,Storage,Nimbus,SUP00070,76.71,159.56,45.844,N,Y,01/29/2026,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000363,Ultra Beverage Item 363,Grocery,Snack,Aster,SUP00016,52.31,120.67,10.640,Y,No,2021-04-12,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000364,Compact Accessories Item 364,electronics,Computing,Aster,SUP00057,191.35,233.47,20.918,Y,0,2023-11-03,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000365,Compact Personal Care Item 365,Health,Wellness,Solace,SUP00117,111.50,147.16,57.278,Y,N,2023-12-17,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000366,Essential Personal Care Item 366,Health,Medical Supplies,Nimbus,SUP00078,91.53,121.02,61.924,N,Y,03/24/2022,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000367,Ultra Smart Home Item 367,Electronics,Smart Home,Solace,SUP00072,36.58,44.86,60.987,Y,N,01/13/2026,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000368,Eco Personal Care Item 368,Health,Personal Care,Northline,SUP_BAD,139.37,248.13,30.150,0,0,2025-04-29,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000369,Premium Audio Item 369,Electronics,Audio,Cobalt,SUP00024,84.02,101.48,3.731,No,0,04/20/2025,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000370,Eco Computing Item 370,Electronics,Accessories,Nimbus,SUP00077,232.97,457.00,3.466,0,N,01/10/2020,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000371,Eco Outerwear Item 371,Apparel,Outerwear,Solace,SUP00084,41.99,90.50,12.310,N,0,05/08/2022,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000372,Premium Pharmacy Item 372,Health,Medical Supplies,Cobalt,SUP_BAD,212.91,419.34,0.784,0,N,07/31/2024,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000373,Premium Footwear Item 373,Apparel,Outerwear,Solace,SUP00042,233.11,326.52,17.574,Y,0,2021-07-05,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000374,Classic Storage Item 374,Home,Furniture,Solace,SUP00093,273.17,449.06,65.685,N,Y,2025-04-02,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000375,Essential Kitchen Item 375,Home,Lighting,Aster,SUP00090,79.59,bad,44.289,0,Y,2020-08-29,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000376,Essential Computing Item 376,Electronics,Audio,Nimbus,SUP00117,239.98,393.68,16.028,No,No,11/23/2020,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000377,Premium Computing Item 377,Electronics,Computing,Cobalt,SUP00063,179.97,492.29,27.181,0,N,2024-02-28,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000378,Ultra Stationery Item 378,Office,Stationery,Nimbus,SUP00077,170.68,345.68,43.299,No,No,04/27/2022,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000379,Premium Lighting Item 379,Home,Furniture,EverPeak,SUP00005,90.79,247.11,35.815,Y,0,04/10/2023,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000380,Classic Stationery Item 380,Office,Printing,Aster,SUP00022,116.16,269.52,72.472,No,N,2025-05-30,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000381,Essential Storage Item 381,Home,Furniture,Nimbus,SUP00034,201.77,309.25,70.247,0,No,2024-05-04,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000382,Eco Storage Item 382,Home,Kitchen,Northline,SUP00026,153.10,300.00,73.288,N,N,2021-05-02,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000383,Ultra Computing Item 383,Electronics,Smart Home,EverPeak,SUP00090,10.92,27.63,25.423,0,Y,07/09/2020,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000384,Essential Desk Setup Item 384,Office,Printing,Solace,SUP00084,289.40,637.04,21.551,0,0,2020-10-06,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000385,Essential Outerwear Item 385,Apparel,Outerwear,Northline,SUP00099,110.68,303.36,23.544,No,No,2023-10-27,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000386,Pro Footwear Item 386,Apparel,Outerwear,EverPeak,SUP00016,285.34,741.15,22.191,N,0,12/31/2020,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000387,Eco Pantry Item 387,Grocery,Pantry,Nimbus,SUP00040,243.93,664.87,37.980,0,0,2020-09-29,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000388,Ultra Storage Item 388,Home,Lighting,EverPeak,SUP00078,208.78,285.14,38.570,Y,No,08/01/2022,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000389,Pro Pharmacy Item 389,Health,Wellness,Solace,SUP00054,167.89,280.50,30.691,0,No,2024-07-11,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000390,Classic Furniture Item 390,Home,Furniture,Nimbus,SUP00087,188.00,277.12,5.456,Y,Y,10/05/2021,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000391,Pro Frozen Item 391,Grocery,Beverage,Cobalt,SUP00051,209.64,301.26,39.479,N,Y,2020-11-24,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000392,Eco Lighting Item 392,Home,Lighting,EverPeak,SUP00074,57.28,109.21,62.500,0,Y,2023-06-18,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000393,Eco Computing Item 393,Electronics,Computing,Solace,SUP00097,79.34,192.46,49.776,0,N,11/10/2023,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000394,Premium Frozen Item 394,Grocery,Pantry,Aster,SUP00009,48.14,112.34,66.299,N,Y,2025-12-29,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000395,Compact Snack Item 395,Grocery,Snack,EverPeak,SUP00017,239.10,460.00,35.737,No,0,03/30/2026,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000396,Ultra Personal Care Item 396,Health,Wellness,Nimbus,SUP00116,140.96,187.80,38.079,N,0,12/03/2024,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000397,Pro Computing Item 397,Electronics,Smart Home,Cobalt,SUP00074,202.85,304.39,59.132,Y,No,2025-10-08,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000398,Eco Pantry Item 398,Grocery,Beverage,Solace,SUP00102,292.05,692.55,35.841,No,Y,2024-11-04,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000399,Classic Outerwear Item 399,Apparel,Basics,EverPeak,SUP00068,29.14,57.35,66.907,N,N,2024-03-06,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000400,Premium Furniture Item 400,Home,Furniture,Solace,SUP00031,193.77,478.01,8.097,N,N,2022-11-18,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000401,Pro Organization Item 401,Office,Printing,Northline,SUP00043,119.98,261.00,70.074,Y,0,06/08/2023,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000402,Classic Lighting Item 402,Home,Furniture,Aster,SUP00092,262.51,417.46,73.437,N,No,2021-03-01,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000403,Compact Desk Setup Item 403,Office,Organization,Cobalt,SUP00025,218.14,518.43,69.251,No,0,01/18/2022,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000404,Classic Audio Item 404,Electronics,Computing,EverPeak,SUP00053,36.82,74.63,23.913,No,N,04/09/2020,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000405,Essential Personal Care Item 405,Health,Medical Supplies,Nimbus,SUP00085,42.44,106.18,52.220,No,No,01/11/2026,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000406,Eco Audio Item 406,Electronics,Computing,Nimbus,SUP00104,210.16,bad,24.755,N,No,2023-12-28,Active,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000407,Eco Medical Supplies Item 407,Health,Medical Supplies,Nimbus,SUP00022,8.52,11.89,40.468,0,Y,09/05/2021,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000408,Premium Fitness Item 408,Apparel,Outerwear,Northline,SUP00051,46.55,67.31,18.663,No,Y,11/10/2020,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000409,Classic Personal Care Item 409,Health,Pharmacy,Aster,SUP00006,102.60,222.59,15.626,0,0,04/13/2021,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000410,Premium Basics Item 410,Apparel,Basics,Solace,SUP00004,59.80,76.12,55.218,No,N,2022-04-06,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000411,Essential Basics Item 411,Apparel,Basics,Nimbus,SUP00008,164.32,236.28,22.860,N,No,2020-09-26,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000412,Pro Smart Home Item 412,Electronics,Computing,Aster,SUP00119,111.97,201.73,30.647,No,N,01/04/2026,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000413,Pro Audio Item 413,Electronics,Audio,Cobalt,SUP00019,215.00,392.22,27.091,No,0,03/10/2025,Discontinued,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000414,Eco Accessories Item 414,Electronics,Computing,Cobalt,SUP00076,278.53,374.22,50.498,Y,Y,2023-12-05,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000415,Essential Desk Setup Item 415,Office,Organization,Solace,SUP00112,220.81,276.72,59.812,No,Y,03/30/2021,active ,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000416,Ultra Kitchen Item 416,Home,Kitchen,Northline,SUP00100,16.56,20.65,33.523,Y,N,11/17/2022,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
SKU0000417,Essential Footwear Item 417,Apparel,Fitness,Nimbus,SUP00057,107.86,207.03,25.617,0,No,2024-03-18,Seasonal,2026-06-20T05:01:23.815446+00:00,data/raw/master/products.csv
